arrival_rate,service_rate,sim_time,num_servers,avg_wait,max_queue,served
3.9644704972130773,2.9783323110817106,86,3,0.03625663280090865,4,333
2.8862644810385834,3.039850103718867,71,3,0.004559035067535433,1,235
4.84172646442574,3.871287980849257,82,2,0.09305905543583055,5,362
1.7126682423673314,4.2868720523693575,57,1,0.15526517190007694,2,102
4.412074849840296,4.173751357654935,96,3,0.00780498905138677,1,432
2.7469235567928596,2.9981671203373788,77,3,0.013141625605867395,3,217
3.3211429054524295,4.922700209072891,72,2,0.024956016257504314,2,231
3.63499575588335,3.7515012535999643,62,2,0.035615779917829896,2,221
1.8559670565296833,1.9838974125464772,86,3,0.05092679868111546,4,183
2.8689609500199658,1.3118939241732166,55,1,14.54116204623036,96,71
4.142254086654211,3.8538832285599134,80,3,0.007802245283458619,2,335
4.961573000152208,1.6917188746890361,91,3,2.9711856161905956,57,435
3.183423510063502,4.477087086892535,80,3,0.0002462458183202349,0,246
1.3121316945783157,2.30933356750526,70,2,0.057337819912276274,2,95
3.459209384278373,2.7521361477639923,64,1,2.365158082930068,30,168
1.3928756097984185,2.3757346939485635,85,1,0.5925246056406616,6,108
4.247472596810209,1.0767229543754078,86,1,28.7219349440125,291,88
3.292984939920707,1.758201649201038,67,1,12.131796139368404,83,128
4.86945781490873,2.4014698768384806,80,3,0.2570902328636471,13,379
1.4110343013872333,4.184370786588002,58,3,0.002773750797042986,0,108
2.199722968792895,1.1283639855688619,71,3,0.26306799882943416,5,131
4.606658091355486,2.9981308027846576,83,2,1.106106840862453,21,417
2.2705655358531547,1.0195620883234975,87,2,4.388034424403335,21,182
3.196476928641138,3.163061554793016,90,1,1.8691825576075576,18,267
1.1360718480501784,1.762300283769302,59,2,0.04716112067991444,1,72
3.48440696822971,1.5079688444396293,80,3,1.8499132490055086,25,297
2.4641407233465076,2.570595945141156,77,3,0.02912849106440189,3,208
1.5558085363977678,2.4556063126678565,93,1,0.5352171484240338,7,144
3.904397935513855,4.581742281314963,65,1,0.870623167466244,12,273
3.99108539154671,4.054557520290757,95,2,0.07770693532832462,5,404
2.056278859942506,2.914110632867182,94,1,0.7992382708185619,9,212
2.724120796117566,1.5728312413773855,59,3,0.08841128853536533,5,165
2.5867868195113597,2.3997973852418517,79,3,0.03778434659997762,2,220
1.771744778386498,4.784046699457637,67,1,0.08199586962220975,3,128
4.7091676142924594,3.3581595759202933,58,2,0.33835861075756035,12,284
1.8556783311241545,4.700458861410011,51,2,0.00743276877495365,1,114
4.638643962357225,4.434747710768113,98,2,0.11480155426233424,9,423
3.61275527374788,3.2248756480993026,87,3,0.005124881116299608,1,310
4.585020947778997,4.322127311616066,62,1,2.4801889354802427,41,282
4.962124804183498,4.469039810851449,78,2,0.23511287225178162,13,399
1.63848134729737,3.2909988445897023,69,3,0.0009980085896690344,0,111
4.386315446184986,3.956104868826798,55,3,0.020719555355828707,5,243
3.9490546406141522,3.862587900049891,85,3,0.02490091952368779,5,358
4.976144495106638,3.295073826962682,63,3,0.048814160356512364,4,324
2.409160801961015,4.133213753717714,83,1,0.3430942400605972,10,197
4.603046863883247,4.935564082601264,78,1,1.104377988150808,14,384
2.9580758768121767,3.6259271376790725,77,1,0.4463649473051436,6,209
3.104660081172851,1.7090160008734236,77,1,18.865260126679193,108,125
3.9009591215090667,1.2364165990182432,67,3,1.2729944218293023,12,247
3.0675894111768716,2.271922339850629,81,2,0.24067701311340778,5,234
3.5853658151747214,1.4125598491606453,77,3,0.7624886859827971,16,254
2.352112807017337,1.2987504257473166,68,1,13.065774099975041,65,94
4.764655836455571,4.324142764417428,54,3,0.022266128253176563,3,290
4.163735471688674,4.512389749165639,77,2,0.10102431472265326,10,336
1.4452767124900374,2.940510635023087,74,3,0.0009335139437961747,0,109
4.70897697521933,1.4869778381246879,56,3,4.321857114949214,69,221
4.349274066512974,3.451959880228954,68,3,0.01613447109306235,3,298
4.713109960935835,4.061412359161874,79,3,0.018359944546327996,5,374
3.9943960817828454,3.075186493761889,53,2,0.29883123945584705,10,198
2.4692916148237947,2.1301562738059996,56,3,0.007737790040551532,1,126
1.1643281521835709,1.5086785991344738,60,1,2.155594196361851,6,66
4.910228083104251,4.045752825556862,56,2,0.08299157331367261,5,252
4.921570825553436,3.0788140825516113,73,1,10.141869431626283,106,216
2.4822745810603677,2.62772713863389,89,2,0.1215671182882169,3,218
1.666082647556553,2.750279449156777,83,2,0.0215906276667226,1,114
3.7499790523403336,3.9096313239559928,100,1,3.0674545557125663,33,368
3.57998177406486,2.6266689920411523,94,1,13.866745423451606,91,254
1.4013449042234205,2.9904631554900334,76,2,0.006813934115203706,0,108
1.9500550171635957,2.221050259909871,97,2,0.07292050608393376,2,170
1.852459390433597,4.137591791672962,96,1,0.09004158089059609,2,154
3.7497872293784313,1.3821769581097003,74,3,0.6435615318122202,12,265
3.3900368335188475,2.155058864396147,85,1,11.49011584129194,81,214
4.361170960446459,3.593219726055153,81,1,7.1547005185065435,107,251
4.007193807992405,4.252886585389033,53,2,0.05724107542312631,4,224
3.8245407656071317,1.3359060971678214,59,1,20.4324676499573,160,88
3.317914327019325,3.5399741745257485,83,1,1.5489144135240385,18,247
2.631388988001195,1.6937339092478183,60,3,0.09447461582300953,3,161
1.5693002083210965,2.48809583082654,98,2,0.01893586665576804,1,131
3.26417498472847,1.6514154863375743,72,3,0.14835517289139152,5,219
4.3477804991194136,3.5198467584892756,68,2,0.6615198845600561,19,345
1.793578442843958,4.9764836273922395,92,1,0.15083027952984437,4,170
4.381948855149751,1.3330541067519754,56,1,16.377476279056065,169,92
3.1195660555756404,1.3487690083613448,67,2,8.54912086919572,43,199
1.5128598791700938,2.388706531426721,68,3,0.0005767768749386663,0,99
4.909044416220293,4.561981197777141,64,2,0.039783814651608386,3,324
1.1123890769328093,4.988460472018023,53,3,0.0,0,77
4.654293464103956,2.4646630223718087,95,3,0.13954738144842108,7,468
3.4994556825668397,1.405275973286475,62,2,5.541475526469574,40,178
2.6305820193921297,1.5127266771447174,84,1,11.895463222531571,89,132
1.8460316107911052,2.0423349706817557,75,2,0.1809143292452137,3,121
1.1459019871975311,4.2244761906416795,88,1,0.06650274157166254,1,116
2.5097244169702217,1.453278577779428,96,3,0.1826537247349608,7,274
1.553645883138961,2.513518634869775,74,3,0.0012613291491428474,0,121
1.1610457196628556,3.697558236698115,78,2,0.0013834953674188833,0,98
4.911246171131259,4.523661422697109,60,3,0.012198764357260609,2,283
2.7938327739605695,4.290582775856181,86,1,0.2692255768801409,4,231
1.0211283582403357,4.522562114171731,57,1,0.05835798178275338,2,62
4.909962624621735,2.4642305177292516,50,3,0.11412587981482086,5,233
1.2185724928356647,1.4971682904527355,61,3,0.010516355512832717,0,81
2.8507459981697507,3.133559059102524,85,1,1.1888790311204385,14,227
3.35949512752756,1.767580711677502,61,1,13.464711326205228,82,114
3.723473932894102,1.660997754387492,79,1,18.892459777631892,157,122
2.233182061634611,3.731658423164593,82,1,0.26896882556656504,5,186
1.01712884053669,2.7708572247539434,54,1,0.23931993129250606,4,68
3.285679346936978,1.240849692630304,82,3,0.35624766254790485,8,248
4.577962463168629,4.704234268698487,84,3,0.005252503922466668,3,375
2.5498533470255125,4.738141473607779,100,1,0.22340423485907035,7,242
4.553687020567975,2.654672149036817,64,1,16.435465412748233,140,160
1.8914639743268928,4.461647427302572,58,3,0.003541207926265855,0,115
2.273656378677512,4.745645119561297,66,2,0.014301225760951221,2,162
2.2498352657033123,3.5944234269618893,58,3,0.006343672944333831,1,146
3.0700261632152674,2.20072066960812,66,1,6.400526020489431,43,143
4.423591744317289,2.5764690756377915,62,2,1.0361191366955909,17,273
4.689400894227038,1.1750128406611657,65,1,26.738629047638177,224,70
2.5405937814377983,2.308523538757398,57,3,0.011849221410170186,2,155
3.356970994360578,3.886829187870623,96,3,0.0069282597778749086,1,317
2.7110237778210258,1.261882447163599,92,1,27.25818276950532,137,124
3.268359777514139,1.4420654768868166,52,1,11.812473161122002,103,61
4.193171853130041,1.7434903107643276,81,2,6.363456755344991,61,275
3.8462829024934035,1.436901349573116,87,3,1.0541550897909608,19,330
1.09507135022303,3.260189460060655,53,2,0.002844053578654117,0,59
2.664142276406662,3.735352197360665,52,2,0.049292074188638194,3,148
4.790851519599796,3.669311561564261,76,2,0.12737750060354763,5,346
2.4616977503193276,4.0873244409387395,84,1,0.32375488170154587,5,205
4.71340826307266,3.421777046117679,84,2,0.09968943336476842,5,384
4.218717968216379,3.7831275303649305,91,3,0.016860551888858058,3,359
4.371925463294465,4.104906851281796,98,2,0.09115423482013833,6,458
1.077662387346742,3.0083218374773044,90,3,5.291232250617411e-05,0,106
2.3502342436316654,2.086135697371486,65,2,0.3248576527644036,6,157
3.904498233353256,3.4123711581046066,53,1,3.258025419418837,21,178
3.7346255232793664,4.843290497781279,60,3,0.0035171898032624474,1,251
1.434759750840954,3.6878604937793775,80,2,0.005441870158787321,0,110
1.2995809664550722,2.2131784820896825,87,1,0.7221477864073703,6,120
4.9973985052136705,3.2368048167551047,73,1,12.586744079433778,111,256
4.409359899641704,3.1544264522466463,86,1,16.301313664978558,158,260
3.3678554073236233,3.460979957832252,87,2,0.0709698406124692,4,319
3.500929123490113,4.1593691203768675,56,2,0.028112942362644916,2,199
4.837780157448032,3.690989787111011,81,1,12.652679533290549,153,274
2.4303936671790902,3.6035854658976283,77,3,0.0042567121287878755,0,168
2.4916264100675054,4.232803782010182,75,3,0.0002652880885550469,0,188
4.2112014047919635,1.2174441605668376,50,3,2.662294525537669,46,168
1.65410716495466,1.755901725927881,58,1,4.363056836140211,19,87
3.2257948063919826,1.3478885811505084,64,1,16.699944788783814,90,92
2.363156250683481,2.4509276583194777,87,2,0.13553166230658203,5,217
1.67402336756281,1.02613277479014,76,2,0.7382480369429926,11,113
2.1006833578479904,1.1353166966957478,58,2,1.9465150901811068,15,123
4.880035730736887,3.6355668112465134,63,2,0.2511618104366736,8,316
2.443459656402408,3.3449957438402853,62,1,0.8638262005065493,8,147
2.975667918116379,2.7629172948567238,91,3,0.021477593331825234,4,261
4.557464969267744,3.6300954700672685,86,1,4.9946607340555484,53,326
4.177426442386451,2.9734276591098756,64,1,11.95883354197749,79,177
1.0394989941625297,2.4476173259419136,80,2,0.018422505862933803,0,88
2.5012546451783004,1.5696699699938685,52,2,0.8531619222044187,10,128
2.0089308750094603,4.449033972281002,88,3,0.0036973286761163527,1,165
3.8126185754860797,2.9755269359395236,60,3,0.1341391986724883,6,235
2.342572653898995,2.879728838458083,68,1,0.6136442751007002,7,156
4.965394917579692,4.542919960268005,67,2,0.10033258991898554,9,333
1.2543948901182698,3.1500891695994957,51,2,0.033561444967280675,1,60
1.8727210015167755,4.824106813657135,100,3,0.0,0,189
4.889308842903361,2.297091276159789,62,2,2.2396141225501536,41,260
2.421892429898104,2.283894435191884,52,1,5.588242825306841,22,105
2.8750149961986615,3.6723755707015746,82,1,1.0747030969999776,13,239
3.8959143438729504,2.411417766961943,86,1,18.455968795669968,139,203
3.4132615074316783,2.626292643248747,88,2,0.37164289781240556,12,306
1.3454364338279947,3.5595261883054143,94,2,0.005245642926889871,0,125
3.868828894095822,2.808686261829724,63,3,0.05170856805708907,3,216
2.2220821349648436,3.2517511579782936,66,3,0.015772887439815295,2,141
3.039359220561507,1.2662202278018229,98,3,0.44386811397841863,8,278
4.86679392898348,1.254239066149589,56,3,5.749022114937907,70,194
1.3206604849108041,1.6530198102589937,87,3,0.004113676598958993,0,111
3.2795513933343647,2.2449453687547383,70,1,10.586813978928895,69,155
4.480582160071154,1.876125921638884,51,1,14.076256214257386,136,101
3.621707561268445,2.3202231487898315,72,3,0.06882992334180939,3,253
4.935316707808646,4.5302971043671185,90,1,2.368235908198884,28,426
1.4007553602274694,1.6130298342884282,99,2,0.10294753965432453,3,140
2.7767303055918107,2.8555936391820667,56,3,0.022802021114550344,2,171
1.703424158502255,3.067119726791045,71,1,0.317376119426946,5,133
3.3688871125868283,2.3809616902793556,58,1,6.786810181963789,39,147
1.7025962944969173,2.3290449221880536,91,3,0.010212115828468944,1,163
2.8852946383104476,3.681825745911681,63,1,0.8430729634809946,11,181
1.9082255142187488,3.4534827331128963,94,1,0.5074630374421157,7,196
2.286540177919842,1.982318235928894,60,1,2.3387231149873773,16,109
4.156758191285885,2.332672252047234,84,3,0.16057802392887235,6,337
1.6541913946811921,4.776265933711828,84,2,0.0046599215692744046,0,148
2.5650467896448506,4.156710129064375,87,3,0.0002115372762567731,0,222
4.429754227170676,1.411995698012864,54,2,9.186522621213419,75,155
1.4731395243552963,2.9985529465954834,50,2,0.028584608279162763,1,79
1.6577164150646841,1.3846047851052496,64,1,4.328792944373384,24,94
4.474136008246944,2.0548837042776897,78,2,7.16825214497077,45,307
3.4037012338175474,3.3498997297777775,99,1,5.301962267260708,33,336
4.408153658422098,4.981661798519489,52,3,0.0026235553137595896,0,196
4.678733422825906,3.6658521922356013,80,2,0.12939229306510913,8,347
3.782050382923255,1.4609315008928387,91,1,27.468747967276613,214,141
1.1056814519034233,4.085072899022049,55,2,0.019536403209868526,0,59
1.4843549059789076,3.3684817700254968,60,2,0.01278362951808161,1,91
2.1762057350196926,4.341024600824164,74,3,0.0012287522381013475,0,148
1.0643501006738316,4.798848410745874,98,1,0.07103505607499443,2,100
1.6589866156287525,2.282034200944047,79,2,0.05667282242112406,3,132
1.6576391457735897,3.084446427460389,92,1,0.4340509965261864,5,158
1.645260369585233,1.1934174933714536,88,2,0.3822441885109169,6,154
4.6371580850571705,2.338605871182651,58,1,17.119706081387182,141,132
4.40151968023396,4.310957580965509,72,3,0.011349795777814002,1,279
3.906654433039411,4.937780190950861,100,2,0.03360022225588174,3,390
2.185999575436803,4.798364067971917,57,3,0.006488280926238432,1,128
2.9813268895498077,1.4662509037652653,95,3,0.6048357535656301,11,283
1.8451586834439553,2.583546781810666,100,1,1.2146669168558408,9,183
2.8862449612823253,1.4298146412444077,76,3,0.2443839685558708,6,202
2.586246263598965,1.6034559279629401,100,1,19.9562453093842,97,159
4.9164327947180535,1.2372336129152806,95,3,9.901248703953089,99,353
2.8668037143573013,4.609394520452769,54,2,0.0033634608274874223,1,138
1.2357103159774048,4.3262233655973805,96,3,0.0,0,118
3.4825049848491103,4.87502873787269,92,3,0.00360306587712144,1,341
1.2457244604538942,2.5379865184822377,89,3,0.0022540735930846266,0,100
3.7439252459038523,3.7917906004045707,54,2,0.07602714731555961,4,197
1.90297965275691,2.4027048677119063,62,2,0.04555720433191543,1,115
1.082267951103066,4.411279406103173,94,2,0.007647635282941639,1,90
4.784020700488399,4.961513239173836,56,2,0.07374723167817375,6,267
4.04807534037764,4.012025414448231,59,1,3.0109606647342835,49,228
4.417368058710304,1.9381487683158998,56,1,9.580744931239131,84,129
4.360945220956883,4.416200839646156,54,3,0.014719542127735952,3,260
2.6788759489371228,4.12473942809889,63,3,0.0050087894836349485,1,175
3.5829951234470596,2.0473445380005653,81,1,17.906012274327388,123,159
4.273446797840405,2.0915025552861963,59,2,0.8916555998583251,12,215
4.649594668051323,3.3008006380693704,54,3,0.04503292855120222,4,284
1.241673544199041,3.6619694634606255,82,1,0.09290186741002553,3,98
1.077441845730553,2.761196614092205,67,2,0.0,0,68
2.185320222201236,1.2327392756784934,60,2,1.3067235425752666,7,123
1.353062775834735,1.5714072069439924,75,3,0.01193666615692359,1,106
1.1737454260280722,3.793812469432118,87,3,0.0,0,101
3.772068443677508,4.838709006845689,63,3,0.00481219444960389,1,253
4.40154205092786,1.8057491994370163,84,3,0.4605633989788207,13,327
1.1244357516983627,4.127789532175023,85,3,0.0,0,94
1.5730233373367644,4.830461202830705,83,1,0.07420119129157506,2,138
4.757688325622757,4.200806921434266,56,1,2.4980089894053523,53,210
2.137257687739223,3.154489946776459,84,1,0.6930426738692615,10,196
2.098705107338167,1.4103988997863826,77,2,1.330772663735484,14,172
3.1656876253998747,3.5798920480524483,60,2,0.0560191484461761,4,191
1.1387925967622095,1.6742778465200727,52,2,0.008827071452886361,0,50
4.118339314743789,1.1179725895357868,63,1,19.649848422699616,166,81
4.9768715491450095,2.719380876084184,70,3,0.10071344124889214,5,355
1.772535280040659,1.5348200119038884,68,3,0.07192870937085084,2,115
3.856200765749707,4.388648479713874,53,2,0.03210846802858031,4,201
3.0718870619856578,1.2480064840659577,69,3,0.6492654374078326,11,220
4.829586043507464,2.0391418306846245,100,3,1.5721852690849742,26,488
4.9958054450912375,1.2396580000267128,53,1,19.25655969747494,177,77
4.691669868625418,1.7628749844881462,85,1,21.2943136719194,211,156
2.148331189021588,2.085209257480847,51,3,0.008520367458790399,0,113
4.566533468090509,2.158630244043639,62,1,16.134451244914416,142,136
2.744643235970834,2.473044620665434,74,3,0.01590248069674929,2,211
1.8272307463815287,4.632897127292631,62,2,0.008084935451767309,1,122
4.788767018996445,3.7814793994863916,88,2,0.3175614958638239,11,442
4.109009417266726,3.011581792370542,80,3,0.015555497730925181,2,316
2.796294874814499,4.700545910969077,66,1,0.28648549443004817,5,200
2.332956819788923,3.17964648475565,69,3,0.010165271653559087,2,168
3.918424128843034,3.0318876278326834,90,3,0.008438041205290766,2,347
3.8250132946799695,3.9450007357125174,59,3,0.011674740949341796,3,205
3.504224845619339,2.2265122768863956,90,2,0.44207164967105816,8,323
4.6503599920887915,4.4867449023410035,98,3,0.009640293016993762,2,439
4.866609922045614,3.647454372972042,78,3,0.0185368001905404,2,366
4.255035638629735,2.180944272046113,77,2,2.473150005992374,30,348
3.781078038299704,1.1369141448442748,86,1,28.34078070500881,239,93
1.2200359742258886,3.307046122275889,61,1,0.3378390198541897,5,77
3.4944877931794807,1.2500815834919954,96,3,1.5705230516352577,21,333
3.2162243144919223,2.5743228047298823,59,2,0.11961601435899724,3,197
1.8751971924985908,1.8519326521562514,81,2,0.35326474499021954,6,182
2.643190886547759,2.5102608086078324,52,2,0.031065557418081362,2,143
2.176253838420527,3.0413516221990893,52,3,0.0036444673042910674,0,106
2.6797703849760346,2.8451370331073624,80,2,0.07409796816138232,4,210
1.512680911221953,1.4987530542641885,57,1,0.8092728541741799,5,77
1.770262977403914,1.9318435283321462,76,1,1.049974976819637,6,125
4.4820887033987455,4.260111849346763,54,3,0.002132565455047125,0,240
4.644247659198566,3.8110659437793517,76,1,9.365120762541919,85,297
4.784536383679068,3.384508460185666,97,1,14.297363298219429,132,333
4.3334749871205815,4.517637032378188,51,1,1.183235373473944,15,216
4.981476823853887,1.9234876350616505,54,2,5.026459419892686,45,211
2.0161994363441105,1.0719778130994913,93,1,17.75184578679552,84,97
4.00863284445442,4.097038474838509,86,3,0.007110286134468698,2,384
2.5196827721362283,3.116624429616076,50,2,0.0342445913303976,2,118
3.409764246897538,2.8063481515367488,96,3,0.019988073436174574,2,343
2.6785030547879947,3.119282729571295,65,1,4.3369012561258256,28,188
2.6553109611262915,1.1943134246040903,58,3,0.6677364780817812,10,159
3.2744148785241283,4.821722646860413,82,2,0.01891381120382103,2,244
2.9073363640440926,2.202187708228985,55,2,0.45017342081829254,8,156
3.6630646203141555,2.352916298910478,98,2,2.13548790236121,28,404
2.8569319623615237,3.9200219918187664,55,1,0.4765582851344826,7,151
2.7840640584748697,3.1797128570057804,95,2,0.0989777921579697,7,259
4.126943746890545,2.37839242244173,80,1,26.065399971426764,187,178
2.3023877571265055,3.0112501384398342,68,2,0.1322589001981757,8,154
3.6789681424041714,2.7736243981134425,71,3,0.03360714390697314,5,242
1.0176957066583663,4.5893348966272995,58,1,0.016672811029385542,0,56
2.29625917398896,4.270966524583812,87,1,0.1939740946025155,7,198
4.935307391029245,3.6372366122203954,56,3,0.04729880901728724,5,282
3.8560228664755973,2.081064091812977,85,1,17.28045084226963,166,181
1.0119027470337576,4.643317743828726,74,1,0.030665330161296342,1,71
3.5741655423481484,1.3015423290274808,97,3,1.6130859176379713,27,350
3.6456972653045403,1.818946844065585,79,2,1.476003780043424,14,286
1.0983827738995462,4.447037373326203,71,2,0.010818347977790575,1,90
1.264898081805534,4.811812554760228,57,1,0.1340078669682507,5,81
3.3522800552002985,2.8189282764815577,94,2,0.16229806480694492,8,340
2.447170403218688,3.5242532020720634,77,1,0.5394708338576698,7,163
1.1511468687626252,2.8018171308868838,91,1,0.18956542695165368,1,108
1.4955950455087699,2.685245538831381,54,1,0.17131507462182044,2,84
1.0947293090342947,4.2387919388770285,93,1,0.10621759521926162,4,97
2.8018194557081513,1.3960604296171315,58,1,13.576626986434256,78,81
4.266008787698551,2.6411304255902643,89,2,0.4187676406303571,12,350
3.204875257922036,3.8257591227395658,96,2,0.036499626747284526,3,326
1.1085447867095524,2.475964605956747,93,3,0.010074672758775327,1,111
4.809556867969006,4.816387354155497,89,3,0.011767174905418915,3,407
2.6599522071361976,2.170275139308597,84,1,10.47791648382669,75,183
3.522468320806982,4.037398223897128,66,1,0.38659457883053966,9,204
3.238095240275428,4.640545037869289,78,3,0.001306217404978916,0,245
2.734192627445412,1.0447464651462277,56,1,14.383155711561907,80,57
2.3285019192098715,1.2864128699286002,90,3,0.060461152723323315,3,203
3.266182476326109,3.1567504995025693,75,1,2.9135410248645686,20,228
2.968965718990182,2.0550289276163425,79,1,12.680353556191628,78,163
3.743772743260208,2.651833460592065,76,2,0.3122848556527077,9,273
4.851343159432415,4.8442946293285996,50,3,0.006253139697705605,2,246
1.6341268615671605,1.3850814908362907,78,3,0.046009995663949636,1,125
4.435144520967755,2.3290673679509095,72,3,0.14468615717475714,6,315
1.4108977320860254,4.144481215238828,56,2,0.013510680565279404,1,98
4.151993472854274,2.382843973386706,63,2,0.40640144033610653,8,255
4.996409209500089,1.22087358848378,73,1,29.582382587506473,281,72
1.631505104465707,2.022370862072654,94,1,2.4403365658600946,14,153
1.6422576790074013,3.8343169753043918,80,2,0.008795782011916251,1,130
4.087279022509163,3.34811736157315,98,1,9.354189628469202,77,329
1.4342462245119485,3.673248410056149,55,2,0.016009471392439197,2,91
4.169280708727295,1.552887411283876,67,3,2.0257467043852664,26,280
1.3305932894233625,1.5939439123865986,51,3,0.026177745608440904,1,69
4.398088055230119,1.6641877897160655,56,1,14.670459209527982,150,93
3.1625968654568557,4.837355916603082,51,2,0.018252196029245004,1,160
4.766049701016685,4.7894706591126575,94,3,0.008509469456656855,3,435
2.516668930196061,1.382820385656566,59,2,0.8972128303061504,11,157
2.8036938379589973,1.4116028527141369,71,2,2.6031301101850564,22,182
1.7747722659593457,1.6145244171436106,79,3,0.0037265276295516897,0,132
2.436589233526591,3.3743861319236754,78,3,0.0056852332127165315,1,200
2.397056066060425,2.0504267183828393,75,3,0.0039826385772776555,1,154
3.4232958271863323,2.9098843588799532,56,3,0.010444598963049948,2,181
3.193766939492806,2.191263178161299,83,2,0.6679568005390032,12,287
1.4147483400051621,3.1569248129091085,72,2,0.007310690401293278,1,113
1.554245564898832,4.533895105158364,62,2,0.0016673938617010873,0,92
3.414128530091074,4.295884517159687,80,3,0.008419234071004537,1,256
2.101940628935342,1.4008293848031683,76,1,14.406633343084518,69,100
4.543613497127904,3.093242804664264,84,1,13.509218837404932,132,235
4.908671512939915,3.542894951183646,88,3,0.0430267921830707,4,410
2.4602154693752243,3.9788735634710615,95,3,0.0009439139950318582,0,220
3.602677623066784,2.7904611896261704,60,3,0.06110339987427286,4,218
2.1714284091908342,4.914261514709877,99,2,0.018094081361918802,3,258
1.0650628025382316,2.7229866328544188,71,1,0.36805369750750627,6,84
4.015985314954955,2.964110700026522,50,3,0.025594701718196396,3,208
2.138713070495103,4.6019623404970424,80,2,0.00624562047546317,0,174
2.4321067353943255,4.539769571760527,71,3,0.000509208128610185,0,175
3.6843094080059364,4.347741033396055,74,2,0.04674115248452017,4,273
4.545760024906304,1.2724547364030405,51,1,16.913101344930084,172,52
2.046918566424998,2.4578883239626723,96,1,0.8118512886296577,5,177
4.892857249820296,2.8341623049655063,71,3,0.2135623034714203,7,375
1.1520941957537345,1.7922718964744782,90,2,0.039269163788931714,1,108
1.4650152389899804,1.7203073143936947,80,2,0.15082471649939613,5,134
3.5899106658969293,3.633048891325956,52,2,0.20437643659215762,9,177
2.2103215986438265,3.6016627413445166,63,1,0.30691371336001705,4,114
4.3883960942411715,3.7261578788683023,74,1,2.6833411966016008,41,255
3.8280350422335587,3.699891746055162,80,3,0.015522175386429117,3,314
4.03830384580678,1.739242180768557,96,1,26.811200225600366,228,156
3.1044405711756564,3.7137220731631935,55,1,0.7892338592019864,11,163
3.3532644696873697,1.72858567347801,78,3,0.14232927562560366,6,246
1.9808350335708824,4.697253123037605,100,1,0.20669168061586005,5,181
3.842923336238378,3.523356551978706,85,3,0.021301246124821174,3,325
1.0705730766893229,4.847864533194512,79,1,0.05406200450360048,2,71
1.1304624739126314,4.405214986279246,91,3,0.0,0,114
2.3790640237232226,3.6691769247933537,93,1,0.20191281533129846,4,213
1.5114218058896078,2.3370408201306243,81,1,0.4604442874523142,5,95
